case,candidate,seed,thermal_weight,wirelength_weight,legalization_status,is_legal,before_overlap_pairs,after_overlap_pairs,source_input,legalized_json,compare_png,eval_input,eval_stem
acend910,24,121,0.3,2.0,ok,true,7,1,legalized/acend910_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal.json,legalized/acend910_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal_legal.json,legalized/acend910_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/acend910_thermal0p3_wirelength2_seed121.json,acend910_thermal0p3_wirelength2_seed121
acend910,28,121,1.0,0.2,ok,true,5,3,legalized/acend910_candidate28_thermal1_wirelength0p2_seed121_legalized_illegal.json,legalized/acend910_candidate28_thermal1_wirelength0p2_seed121_legalized_illegal_legal.json,legalized/acend910_candidate28_thermal1_wirelength0p2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/acend910_thermal1_wirelength0p2_seed121.json,acend910_thermal1_wirelength0p2_seed121
acend910,33,121,3.0,0.2,ok,true,4,1,legalized/acend910_candidate33_thermal3_wirelength0p2_seed121_legalized_illegal.json,legalized/acend910_candidate33_thermal3_wirelength0p2_seed121_legalized_illegal_legal.json,legalized/acend910_candidate33_thermal3_wirelength0p2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/acend910_thermal3_wirelength0p2_seed121.json,acend910_thermal3_wirelength0p2_seed121
acend910,38,121,10.0,0.2,ok,true,4,1,legalized/acend910_candidate38_thermal10_wirelength0p2_seed121_legalized_illegal.json,legalized/acend910_candidate38_thermal10_wirelength0p2_seed121_legalized_illegal_legal.json,legalized/acend910_candidate38_thermal10_wirelength0p2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/acend910_thermal10_wirelength0p2_seed121.json,acend910_thermal10_wirelength0p2_seed121
acend910,45,121,30.0,50.0,ok,true,7,4,legalized/acend910_candidate45_thermal30_wirelength50_seed121_legalized_illegal.json,legalized/acend910_candidate45_thermal30_wirelength50_seed121_legalized_illegal_legal.json,legalized/acend910_candidate45_thermal30_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/acend910_thermal30_wirelength50_seed121.json,acend910_thermal30_wirelength50_seed121
acend910,48,121,100.0,0.2,ok,true,6,2,legalized/acend910_candidate48_thermal100_wirelength0p2_seed121_legalized_illegal.json,legalized/acend910_candidate48_thermal100_wirelength0p2_seed121_legalized_illegal_legal.json,legalized/acend910_candidate48_thermal100_wirelength0p2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/acend910_thermal100_wirelength0p2_seed121.json,acend910_thermal100_wirelength0p2_seed121
cpu-dram,5,121,0.0,50.0,ok,true,26,14,legalized/cpu-dram_candidate05_thermal0_wirelength50_seed121_legalized_illegal.json,legalized/cpu-dram_candidate05_thermal0_wirelength50_seed121_legalized_illegal_legal.json,legalized/cpu-dram_candidate05_thermal0_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/cpu-dram_thermal0_wirelength50_seed121.json,cpu-dram_thermal0_wirelength50_seed121
cpu-dram,10,121,0.01,50.0,ok,true,17,17,legalized/cpu-dram_candidate10_thermal0p01_wirelength50_seed121_legalized_illegal.json,legalized/cpu-dram_candidate10_thermal0p01_wirelength50_seed121_legalized_illegal_legal.json,legalized/cpu-dram_candidate10_thermal0p01_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/cpu-dram_thermal0p01_wirelength50_seed121.json,cpu-dram_thermal0p01_wirelength50_seed121
hp11_m,6,121,0.01,0.0,ok,true,10,1,legalized/hp11_m_candidate06_thermal0p01_wirelength0_seed121_legalized_illegal.json,legalized/hp11_m_candidate06_thermal0p01_wirelength0_seed121_legalized_illegal_legal.json,legalized/hp11_m_candidate06_thermal0p01_wirelength0_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/hp11_m_thermal0p01_wirelength0_seed121.json,hp11_m_thermal0p01_wirelength0_seed121
hp11_m,9,121,0.01,2.0,ok,true,11,5,legalized/hp11_m_candidate09_thermal0p01_wirelength2_seed121_legalized_illegal.json,legalized/hp11_m_candidate09_thermal0p01_wirelength2_seed121_legalized_illegal_legal.json,legalized/hp11_m_candidate09_thermal0p01_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/hp11_m_thermal0p01_wirelength2_seed121.json,hp11_m_thermal0p01_wirelength2_seed121
hp11_m,17,121,0.1,0.02,ok,true,10,1,legalized/hp11_m_candidate17_thermal0p1_wirelength0p02_seed121_legalized_illegal.json,legalized/hp11_m_candidate17_thermal0p1_wirelength0p02_seed121_legalized_illegal_legal.json,legalized/hp11_m_candidate17_thermal0p1_wirelength0p02_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/hp11_m_thermal0p1_wirelength0p02_seed121.json,hp11_m_thermal0p1_wirelength0p02_seed121
hp11_m,21,121,0.3,0.0,ok,true,9,9,legalized/hp11_m_candidate21_thermal0p3_wirelength0_seed121_legalized_illegal.json,legalized/hp11_m_candidate21_thermal0p3_wirelength0_seed121_legalized_illegal_legal.json,legalized/hp11_m_candidate21_thermal0p3_wirelength0_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/hp11_m_thermal0p3_wirelength0_seed121.json,hp11_m_thermal0p3_wirelength0_seed121
hp11_m,26,121,1.0,0.0,ok,true,9,5,legalized/hp11_m_candidate26_thermal1_wirelength0_seed121_legalized_illegal.json,legalized/hp11_m_candidate26_thermal1_wirelength0_seed121_legalized_illegal_legal.json,legalized/hp11_m_candidate26_thermal1_wirelength0_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/hp11_m_thermal1_wirelength0_seed121.json,hp11_m_thermal1_wirelength0_seed121
hp11_m,31,121,3.0,0.0,ok,true,10,4,legalized/hp11_m_candidate31_thermal3_wirelength0_seed121_legalized_illegal.json,legalized/hp11_m_candidate31_thermal3_wirelength0_seed121_legalized_illegal_legal.json,legalized/hp11_m_candidate31_thermal3_wirelength0_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/hp11_m_thermal3_wirelength0_seed121.json,hp11_m_thermal3_wirelength0_seed121
hp11_m,39,121,10.0,2.0,ok,true,12,9,legalized/hp11_m_candidate39_thermal10_wirelength2_seed121_legalized_illegal.json,legalized/hp11_m_candidate39_thermal10_wirelength2_seed121_legalized_illegal_legal.json,legalized/hp11_m_candidate39_thermal10_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/hp11_m_thermal10_wirelength2_seed121.json,hp11_m_thermal10_wirelength2_seed121
hp11_m,49,121,100.0,2.0,ok,true,12,6,legalized/hp11_m_candidate49_thermal100_wirelength2_seed121_legalized_illegal.json,legalized/hp11_m_candidate49_thermal100_wirelength2_seed121_legalized_illegal_legal.json,legalized/hp11_m_candidate49_thermal100_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/hp11_m_thermal100_wirelength2_seed121.json,hp11_m_thermal100_wirelength2_seed121
hp11_m,50,121,100.0,50.0,ok,true,21,16,legalized/hp11_m_candidate50_thermal100_wirelength50_seed121_legalized_illegal.json,legalized/hp11_m_candidate50_thermal100_wirelength50_seed121_legalized_illegal_legal.json,legalized/hp11_m_candidate50_thermal100_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/hp11_m_thermal100_wirelength50_seed121.json,hp11_m_thermal100_wirelength50_seed121
multigpu,10,121,0.01,50.0,ok,true,6,1,legalized/multigpu_candidate10_thermal0p01_wirelength50_seed121_legalized_illegal.json,legalized/multigpu_candidate10_thermal0p01_wirelength50_seed121_legalized_illegal_legal.json,legalized/multigpu_candidate10_thermal0p01_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/multigpu_thermal0p01_wirelength50_seed121.json,multigpu_thermal0p01_wirelength50_seed121
multigpu,20,121,0.1,50.0,ok,true,10,4,legalized/multigpu_candidate20_thermal0p1_wirelength50_seed121_legalized_illegal.json,legalized/multigpu_candidate20_thermal0p1_wirelength50_seed121_legalized_illegal_legal.json,legalized/multigpu_candidate20_thermal0p1_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/multigpu_thermal0p1_wirelength50_seed121.json,multigpu_thermal0p1_wirelength50_seed121
syn1,24,121,0.3,2.0,ok,true,13,10,legalized/syn1_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal.json,legalized/syn1_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal_legal.json,legalized/syn1_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn1_thermal0p3_wirelength2_seed121.json,syn1_thermal0p3_wirelength2_seed121
syn1,35,121,3.0,50.0,ok,true,21,6,legalized/syn1_candidate35_thermal3_wirelength50_seed121_legalized_illegal.json,legalized/syn1_candidate35_thermal3_wirelength50_seed121_legalized_illegal_legal.json,legalized/syn1_candidate35_thermal3_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn1_thermal3_wirelength50_seed121.json,syn1_thermal3_wirelength50_seed121
syn1,45,121,30.0,50.0,ok,true,23,10,legalized/syn1_candidate45_thermal30_wirelength50_seed121_legalized_illegal.json,legalized/syn1_candidate45_thermal30_wirelength50_seed121_legalized_illegal_legal.json,legalized/syn1_candidate45_thermal30_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn1_thermal30_wirelength50_seed121.json,syn1_thermal30_wirelength50_seed121
syn4,4,121,0.0,2.0,ok,true,19,13,legalized/syn4_candidate04_thermal0_wirelength2_seed121_legalized_illegal.json,legalized/syn4_candidate04_thermal0_wirelength2_seed121_legalized_illegal_legal.json,legalized/syn4_candidate04_thermal0_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal0_wirelength2_seed121.json,syn4_thermal0_wirelength2_seed121
syn4,5,121,0.0,50.0,ok,true,28,19,legalized/syn4_candidate05_thermal0_wirelength50_seed121_legalized_illegal.json,legalized/syn4_candidate05_thermal0_wirelength50_seed121_legalized_illegal_legal.json,legalized/syn4_candidate05_thermal0_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal0_wirelength50_seed121.json,syn4_thermal0_wirelength50_seed121
syn4,9,121,0.01,2.0,ok,true,19,6,legalized/syn4_candidate09_thermal0p01_wirelength2_seed121_legalized_illegal.json,legalized/syn4_candidate09_thermal0p01_wirelength2_seed121_legalized_illegal_legal.json,legalized/syn4_candidate09_thermal0p01_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal0p01_wirelength2_seed121.json,syn4_thermal0p01_wirelength2_seed121
syn4,14,121,0.03,2.0,ok,true,21,14,legalized/syn4_candidate14_thermal0p03_wirelength2_seed121_legalized_illegal.json,legalized/syn4_candidate14_thermal0p03_wirelength2_seed121_legalized_illegal_legal.json,legalized/syn4_candidate14_thermal0p03_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal0p03_wirelength2_seed121.json,syn4_thermal0p03_wirelength2_seed121
syn4,15,121,0.03,50.0,ok,true,17,12,legalized/syn4_candidate15_thermal0p03_wirelength50_seed121_legalized_illegal.json,legalized/syn4_candidate15_thermal0p03_wirelength50_seed121_legalized_illegal_legal.json,legalized/syn4_candidate15_thermal0p03_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal0p03_wirelength50_seed121.json,syn4_thermal0p03_wirelength50_seed121
syn4,19,121,0.1,2.0,ok,true,19,16,legalized/syn4_candidate19_thermal0p1_wirelength2_seed121_legalized_illegal.json,legalized/syn4_candidate19_thermal0p1_wirelength2_seed121_legalized_illegal_legal.json,legalized/syn4_candidate19_thermal0p1_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal0p1_wirelength2_seed121.json,syn4_thermal0p1_wirelength2_seed121
syn4,20,121,0.1,50.0,ok,true,22,3,legalized/syn4_candidate20_thermal0p1_wirelength50_seed121_legalized_illegal.json,legalized/syn4_candidate20_thermal0p1_wirelength50_seed121_legalized_illegal_legal.json,legalized/syn4_candidate20_thermal0p1_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal0p1_wirelength50_seed121.json,syn4_thermal0p1_wirelength50_seed121
syn4,24,121,0.3,2.0,ok,true,16,13,legalized/syn4_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal.json,legalized/syn4_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal_legal.json,legalized/syn4_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal0p3_wirelength2_seed121.json,syn4_thermal0p3_wirelength2_seed121
syn4,25,121,0.3,50.0,ok,true,21,2,legalized/syn4_candidate25_thermal0p3_wirelength50_seed121_legalized_illegal.json,legalized/syn4_candidate25_thermal0p3_wirelength50_seed121_legalized_illegal_legal.json,legalized/syn4_candidate25_thermal0p3_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal0p3_wirelength50_seed121.json,syn4_thermal0p3_wirelength50_seed121
syn4,29,121,1.0,2.0,ok,true,22,12,legalized/syn4_candidate29_thermal1_wirelength2_seed121_legalized_illegal.json,legalized/syn4_candidate29_thermal1_wirelength2_seed121_legalized_illegal_legal.json,legalized/syn4_candidate29_thermal1_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal1_wirelength2_seed121.json,syn4_thermal1_wirelength2_seed121
syn4,34,121,3.0,2.0,ok,true,18,10,legalized/syn4_candidate34_thermal3_wirelength2_seed121_legalized_illegal.json,legalized/syn4_candidate34_thermal3_wirelength2_seed121_legalized_illegal_legal.json,legalized/syn4_candidate34_thermal3_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal3_wirelength2_seed121.json,syn4_thermal3_wirelength2_seed121
syn4,35,121,3.0,50.0,ok,true,26,10,legalized/syn4_candidate35_thermal3_wirelength50_seed121_legalized_illegal.json,legalized/syn4_candidate35_thermal3_wirelength50_seed121_legalized_illegal_legal.json,legalized/syn4_candidate35_thermal3_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal3_wirelength50_seed121.json,syn4_thermal3_wirelength50_seed121
syn4,39,121,10.0,2.0,ok,true,23,4,legalized/syn4_candidate39_thermal10_wirelength2_seed121_legalized_illegal.json,legalized/syn4_candidate39_thermal10_wirelength2_seed121_legalized_illegal_legal.json,legalized/syn4_candidate39_thermal10_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal10_wirelength2_seed121.json,syn4_thermal10_wirelength2_seed121
syn4,44,121,30.0,2.0,ok,true,20,11,legalized/syn4_candidate44_thermal30_wirelength2_seed121_legalized_illegal.json,legalized/syn4_candidate44_thermal30_wirelength2_seed121_legalized_illegal_legal.json,legalized/syn4_candidate44_thermal30_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal30_wirelength2_seed121.json,syn4_thermal30_wirelength2_seed121
syn4,49,121,100.0,2.0,ok,true,22,17,legalized/syn4_candidate49_thermal100_wirelength2_seed121_legalized_illegal.json,legalized/syn4_candidate49_thermal100_wirelength2_seed121_legalized_illegal_legal.json,legalized/syn4_candidate49_thermal100_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/syn4_thermal100_wirelength2_seed121.json,syn4_thermal100_wirelength2_seed121
xerox8_m,4,121,0.0,2.0,ok,true,9,8,legalized/xerox8_m_candidate04_thermal0_wirelength2_seed121_legalized_illegal.json,legalized/xerox8_m_candidate04_thermal0_wirelength2_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate04_thermal0_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal0_wirelength2_seed121.json,xerox8_m_thermal0_wirelength2_seed121
xerox8_m,5,121,0.0,50.0,ok,true,18,13,legalized/xerox8_m_candidate05_thermal0_wirelength50_seed121_legalized_illegal.json,legalized/xerox8_m_candidate05_thermal0_wirelength50_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate05_thermal0_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal0_wirelength50_seed121.json,xerox8_m_thermal0_wirelength50_seed121
xerox8_m,9,121,0.01,2.0,ok,true,10,3,legalized/xerox8_m_candidate09_thermal0p01_wirelength2_seed121_legalized_illegal.json,legalized/xerox8_m_candidate09_thermal0p01_wirelength2_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate09_thermal0p01_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal0p01_wirelength2_seed121.json,xerox8_m_thermal0p01_wirelength2_seed121
xerox8_m,14,121,0.03,2.0,ok,true,15,15,legalized/xerox8_m_candidate14_thermal0p03_wirelength2_seed121_legalized_illegal.json,legalized/xerox8_m_candidate14_thermal0p03_wirelength2_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate14_thermal0p03_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal0p03_wirelength2_seed121.json,xerox8_m_thermal0p03_wirelength2_seed121
xerox8_m,15,121,0.03,50.0,ok,true,11,2,legalized/xerox8_m_candidate15_thermal0p03_wirelength50_seed121_legalized_illegal.json,legalized/xerox8_m_candidate15_thermal0p03_wirelength50_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate15_thermal0p03_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal0p03_wirelength50_seed121.json,xerox8_m_thermal0p03_wirelength50_seed121
xerox8_m,19,121,0.1,2.0,ok,true,8,1,legalized/xerox8_m_candidate19_thermal0p1_wirelength2_seed121_legalized_illegal.json,legalized/xerox8_m_candidate19_thermal0p1_wirelength2_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate19_thermal0p1_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal0p1_wirelength2_seed121.json,xerox8_m_thermal0p1_wirelength2_seed121
xerox8_m,24,121,0.3,2.0,ok,true,10,2,legalized/xerox8_m_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal.json,legalized/xerox8_m_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate24_thermal0p3_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal0p3_wirelength2_seed121.json,xerox8_m_thermal0p3_wirelength2_seed121
xerox8_m,30,121,1.0,50.0,ok,true,15,5,legalized/xerox8_m_candidate30_thermal1_wirelength50_seed121_legalized_illegal.json,legalized/xerox8_m_candidate30_thermal1_wirelength50_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate30_thermal1_wirelength50_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal1_wirelength50_seed121.json,xerox8_m_thermal1_wirelength50_seed121
xerox8_m,29,121,1.0,2.0,ok,true,12,7,legalized/xerox8_m_candidate29_thermal1_wirelength2_seed121_legalized_illegal.json,legalized/xerox8_m_candidate29_thermal1_wirelength2_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate29_thermal1_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal1_wirelength2_seed121.json,xerox8_m_thermal1_wirelength2_seed121
xerox8_m,34,121,3.0,2.0,ok,true,12,7,legalized/xerox8_m_candidate34_thermal3_wirelength2_seed121_legalized_illegal.json,legalized/xerox8_m_candidate34_thermal3_wirelength2_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate34_thermal3_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal3_wirelength2_seed121.json,xerox8_m_thermal3_wirelength2_seed121
xerox8_m,39,121,10.0,2.0,ok,true,7,1,legalized/xerox8_m_candidate39_thermal10_wirelength2_seed121_legalized_illegal.json,legalized/xerox8_m_candidate39_thermal10_wirelength2_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate39_thermal10_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal10_wirelength2_seed121.json,xerox8_m_thermal10_wirelength2_seed121
xerox8_m,44,121,30.0,2.0,ok,true,11,6,legalized/xerox8_m_candidate44_thermal30_wirelength2_seed121_legalized_illegal.json,legalized/xerox8_m_candidate44_thermal30_wirelength2_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate44_thermal30_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal30_wirelength2_seed121.json,xerox8_m_thermal30_wirelength2_seed121
xerox8_m,49,121,100.0,2.0,ok,true,11,10,legalized/xerox8_m_candidate49_thermal100_wirelength2_seed121_legalized_illegal.json,legalized/xerox8_m_candidate49_thermal100_wirelength2_seed121_legalized_illegal_legal.json,legalized/xerox8_m_candidate49_thermal100_wirelength2_seed121_legalized_illegal_legal_compare.png,/root/placement/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_illegal_pairs_format/xerox8_m_thermal100_wirelength2_seed121.json,xerox8_m_thermal100_wirelength2_seed121
